produto,unidade,semana_inicio,semana_fim,terminal,preco
Diesel A S10,R$/litro,2021-07-26,2021-07-30,Itaqui,2.807100
Diesel A S10,R$/litro,2021-07-26,2021-07-30,Suape,2.791480
Diesel A S10,R$/litro,2021-07-26,2021-07-30,Aratu,2.809214
Diesel A S10,R$/litro,2021-07-26,2021-07-30,Santos,2.830950
Diesel A S10,R$/litro,2021-07-26,2021-07-30,Paranagua,2.819230
Diesel A S10,R$/litro,2021-07-26,2021-07-30,Tramandai,2.836392
Diesel A S10,R$/litro,2021-07-26,2021-07-30,Guamaré,2.945550
Diesel A S10,R$/litro,2021-07-26,2021-07-30,Duque de Caxias,3.010848
Diesel A S10,R$/litro,2021-07-26,2021-07-30,Betim,3.031560
Diesel A S10,R$/litro,2021-07-26,2021-07-30,Cubatão,2.865304
Diesel A S10,R$/litro,2021-07-26,2021-07-30,Mauá,2.882618
Diesel A S10,R$/litro,2021-07-26,2021-07-30,Paulínia,2.924980
Diesel A S10,R$/litro,2021-07-26,2021-07-30,São José dos Campos,2.911422
Diesel A S10,R$/litro,2021-07-26,2021-07-30,Araucária,2.878592
Diesel A S10,R$/litro,2021-07-26,2021-07-30,Canoas,2.895544
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Manaus,2.761448
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Itaqui,2.778388
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Suape,2.762542
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Aratu,2.780486
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Santos,2.802476
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Paranagua,2.790806
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Tramandai,2.807804
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Guamaré,2.917986
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Duque de Caxias,2.983974
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Betim,3.004870
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Cubatão,2.837134
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Mauá,2.854602
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Paulínia,2.897342
Diesel A S10,R$/litro,2021-08-02,2021-08-06,São José dos Campos,2.883664
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Araucária,2.850698
Diesel A S10,R$/litro,2021-08-02,2021-08-06,Canoas,2.867484
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Manaus,2.708326
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Itaqui,2.723802
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Suape,2.708482
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Aratu,2.725874
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Santos,2.747194
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Paranagua,2.735408
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Tramandai,2.752524
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Guamaré,2.864570
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Duque de Caxias,2.929446
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Betim,2.950426
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Cubatão,2.781996
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Mauá,2.799538
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Paulínia,2.842454
Diesel A S10,R$/litro,2021-08-09,2021-08-13,São José dos Campos,2.828720
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Araucária,2.795548
Diesel A S10,R$/litro,2021-08-09,2021-08-13,Canoas,2.812454
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Manaus,2.703774
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Itaqui,2.716412
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Suape,2.701948
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Aratu,2.718534
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Santos,2.738890
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Paranagua,2.726906
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Tramandai,2.744596
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Guamaré,2.861646
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Duque de Caxias,2.925350
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Betim,2.946818
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Cubatão,2.774494
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Mauá,2.792446
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Paulínia,2.836350
Diesel A S10,R$/litro,2021-08-16,2021-08-20,São José dos Campos,2.822300
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Araucária,2.788434
Diesel A S10,R$/litro,2021-08-16,2021-08-20,Canoas,2.805906
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Manaus,2.713354
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Itaqui,2.724518
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Suape,2.710772
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Aratu,2.726570
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Santos,2.745964
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Paranagua,2.733828
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Tramandai,2.751542
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Guamaré,2.868008
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Duque de Caxias,2.929556
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Betim,2.950690
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Cubatão,2.781024
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Mauá,2.798692
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Paulínia,2.841924
Diesel A S10,R$/litro,2021-08-23,2021-08-27,São José dos Campos,2.828092
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Araucária,2.794406
Diesel A S10,R$/litro,2021-08-23,2021-08-27,Canoas,2.811908
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Manaus,2.812156
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Itaqui,2.821072
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Suape,2.808346
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Aratu,2.823046
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Santos,2.841106
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Paranagua,2.828750
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Tramandai,2.846568
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Guamaré,2.963048
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Duque de Caxias,3.021732
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Betim,3.042530
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Cubatão,2.875598
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Mauá,2.892984
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Paulínia,2.935516
Diesel A S10,R$/litro,2021-08-30,2021-09-03,São José dos Campos,2.921906
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Araucária,2.888352
Diesel A S10,R$/litro,2021-08-30,2021-09-03,Canoas,2.905960
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Manaus,2.867953
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Itaqui,2.875673
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Suape,2.863263
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Aratu,2.877640
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Santos,2.895315
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Paranagua,2.882885
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Tramandai,2.900828
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Guamaré,3.020373
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Duque de Caxias,3.078755
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Betim,3.099873
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Cubatão,2.930343
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Mauá,2.947998
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Paulínia,2.991193
Diesel A S10,R$/litro,2021-09-06,2021-09-10,São José dos Campos,2.977373
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Araucária,2.943415
Diesel A S10,R$/litro,2021-09-06,2021-09-10,Canoas,2.961150
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Manaus,2.931372
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Itaqui,2.938292
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Suape,2.926208
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Aratu,2.940178
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Santos,2.957348
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Paranagua,2.944856
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Tramandai,2.962592
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Guamaré,3.083394
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Duque de Caxias,3.140880
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Betim,3.162012
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Cubatão,2.992394
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Mauá,3.010058
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Paulínia,3.053276
Diesel A S10,R$/litro,2021-09-13,2021-09-17,São José dos Campos,3.039448
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Araucária,3.005416
Diesel A S10,R$/litro,2021-09-13,2021-09-17,Canoas,3.022940
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Manaus,3.009462
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Itaqui,3.015812
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Suape,3.003846
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Aratu,3.017740
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Santos,3.034828
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Paranagua,3.022306
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Tramandai,3.040266
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Guamaré,3.162532
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Duque de Caxias,3.220112
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Betim,3.241444
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Cubatão,3.070208
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Mauá,3.088042
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Paulínia,3.131670
Diesel A S10,R$/litro,2021-09-20,2021-09-24,São José dos Campos,3.117712
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Araucária,3.083444
Diesel A S10,R$/litro,2021-09-20,2021-09-24,Canoas,3.101192
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Manaus,3.207680
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Itaqui,3.222492
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Suape,3.207072
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Aratu,3.224650
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Santos,3.246212
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Paranagua,3.234440
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Tramandai,3.251886
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Guamaré,3.368898
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Duque de Caxias,3.435166
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Betim,3.456918
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Cubatão,3.282294
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Mauá,3.300480
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Paulínia,3.344974
Diesel A S10,R$/litro,2021-09-27,2021-10-01,São José dos Campos,3.330736
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Araucária,3.296788
Diesel A S10,R$/litro,2021-09-27,2021-10-01,Canoas,3.314018
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Manaus,3.415708
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Itaqui,3.431848
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Suape,3.415808
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Aratu,3.434022
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Santos,3.456348
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Paranagua,3.444716
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Tramandai,3.461952
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Guamaré,3.579614
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Duque de Caxias,3.647612
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Betim,3.669630
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Cubatão,3.492872
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Mauá,3.511284
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Paulínia,3.556316
Diesel A S10,R$/litro,2021-10-04,2021-10-08,São José dos Campos,3.541906
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Araucária,3.507826
Diesel A S10,R$/litro,2021-10-04,2021-10-08,Canoas,3.524842
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Manaus,3.527680
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Itaqui,3.541516
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Suape,3.526332
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Aratu,3.543600
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Santos,3.564776
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Paranagua,3.552960
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Tramandai,3.570194
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Guamaré,3.690924
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Duque de Caxias,3.756958
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Betim,3.779084
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Cubatão,3.601472
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Mauá,3.619970
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Paulínia,3.665224
Diesel A S10,R$/litro,2021-10-11,2021-10-15,São José dos Campos,3.650746
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Araucária,3.616372
Diesel A S10,R$/litro,2021-10-11,2021-10-15,Canoas,3.633388
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Manaus,3.644282
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Itaqui,3.658894
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Suape,3.643240
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Aratu,3.661058
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Santos,3.682906
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Paranagua,3.671186
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Tramandai,3.688550
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Guamaré,3.810504
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Duque de Caxias,3.878208
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Betim,3.900690
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Cubatão,3.720200
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Mauá,3.738998
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Paulínia,3.784984
Diesel A S10,R$/litro,2021-10-18,2021-10-22,São José dos Campos,3.770268
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Araucária,3.735630
Diesel A S10,R$/litro,2021-10-18,2021-10-22,Canoas,3.752766
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Manaus,3.630670
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Itaqui,3.655018
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Suape,3.635636
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Aratu,3.657380
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Santos,3.683992
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Paranagua,3.673092
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Tramandai,3.689688
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Guamaré,3.802508
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Duque de Caxias,3.878832
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Betim,3.901262
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Cubatão,3.721198
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Mauá,3.739954
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Paulínia,3.785832
Diesel A S10,R$/litro,2021-10-25,2021-10-29,São José dos Campos,3.771152
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Araucária,3.737382
Diesel A S10,R$/litro,2021-10-25,2021-10-29,Canoas,3.753752
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Manaus,3.595538
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Itaqui,3.632280
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Suape,3.608028
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Aratu,3.635032
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Santos,3.668042
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Paranagua,3.658192
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Tramandai,3.674320
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Guamaré,3.775862
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Duque de Caxias,3.864006
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Betim,3.886568
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Cubatão,3.705462
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Mauá,3.724324
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Paulínia,3.770468
Diesel A S10,R$/litro,2021-11-01,2021-11-05,São José dos Campos,3.755702
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Araucária,3.722856
Diesel A S10,R$/litro,2021-11-01,2021-11-05,Canoas,3.738758
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Manaus,3.503878
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Itaqui,3.540914
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Suape,3.516804
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Aratu,3.543612
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Santos,3.576374
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Paranagua,3.566494
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Tramandai,3.582452
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Guamaré,3.680446
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Duque de Caxias,3.767444
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Betim,3.789440
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Cubatão,3.612858
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Mauá,3.631248
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Paulínia,3.676238
Diesel A S10,R$/litro,2021-11-08,2021-11-12,São José dos Campos,3.661842
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Araucária,3.629544
Diesel A S10,R$/litro,2021-11-08,2021-11-12,Canoas,3.645280
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Manaus,3.418450
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Itaqui,3.449168
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Suape,3.427418
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Aratu,3.451680
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Santos,3.481350
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Paranagua,3.470960
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Tramandai,3.487160
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Guamaré,3.592676
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Duque de Caxias,3.674304
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Betim,3.696522
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Cubatão,3.518194
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Mauá,3.536768
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Paulínia,3.582204
Diesel A S10,R$/litro,2021-11-15,2021-11-19,São José dos Campos,3.567664
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Araucária,3.534632
Diesel A S10,R$/litro,2021-11-15,2021-11-19,Canoas,3.550610
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Manaus,3.369963
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Itaqui,3.394973
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Suape,3.375313
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Aratu,3.397343
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Santos,3.424297
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Paranagua,3.413453
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Tramandai,3.429957
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Guamaré,3.542617
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Duque de Caxias,3.619637
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Betim,3.642127
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Cubatão,3.461600
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Mauá,3.480400
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Paulínia,3.526397
Diesel A S10,R$/litro,2021-11-22,2021-11-24,São José dos Campos,3.511680
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Araucária,3.477913
Diesel A S10,R$/litro,2021-11-22,2021-11-24,Canoas,3.494190
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Manaus,3.134220
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Itaqui,3.157620
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Suape,3.138482
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Aratu,3.159988
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Santos,3.186308
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Paranagua,3.175350
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Tramandai,3.192064
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Guamaré,3.307340
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Duque de Caxias,3.383462
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Betim,3.406160
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Cubatão,3.223956
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Mauá,3.242932
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Paulínia,3.289356
Diesel A S10,R$/litro,2021-11-29,2021-12-03,São José dos Campos,3.274504
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Araucária,3.240406
Diesel A S10,R$/litro,2021-11-29,2021-12-03,Canoas,3.256890
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Manaus,3.216806
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Itaqui,3.251210
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Suape,3.227898
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Aratu,3.253832
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Santos,3.285530
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Paranagua,3.275484
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Tramandai,3.291474
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Guamaré,3.395470
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Duque de Caxias,3.481188
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Betim,3.503714
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Cubatão,3.322890
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Mauá,3.341724
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Paulínia,3.387798
Diesel A S10,R$/litro,2021-12-06,2021-12-10,São José dos Campos,3.373054
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Araucária,3.340046
Diesel A S10,R$/litro,2021-12-06,2021-12-10,Canoas,3.355806
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Manaus,3.321590
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Itaqui,3.361448
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Suape,3.335878
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Aratu,3.364248
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Santos,3.398916
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Paranagua,3.389356
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Tramandai,3.405124
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Guamaré,3.505906
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Duque de Caxias,3.597444
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Betim,3.620302
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Cubatão,3.436824
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Mauá,3.455932
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Paulínia,3.502682
Diesel A S10,R$/litro,2021-12-13,2021-12-17,São José dos Campos,3.487724
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Araucária,3.454866
Diesel A S10,R$/litro,2021-12-13,2021-12-17,Canoas,3.470404
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Manaus,3.323210
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Itaqui,3.357788
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Suape,3.334275
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Aratu,3.360328
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Santos,3.392153
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Paranagua,3.382158
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Tramandai,3.397718
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Guamaré,3.504688
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Duque de Caxias,3.591128
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Betim,3.614035
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Cubatão,3.430150
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Mauá,3.449300
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Paulínia,3.496153
Diesel A S10,R$/litro,2021-12-20,2021-12-23,São José dos Campos,3.481160
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Araucária,3.447818
Diesel A S10,R$/litro,2021-12-20,2021-12-23,Canoas,3.463143
Diesel A S10,R$/litro,2021-12-27,2021-12-30,Manaus,3.433928
Diesel A S10,R$/litro,2021-12-27,2021-12-30,Itaqui,3.466150
Diesel A S10,R$/litro,2021-12-27,2021-12-30,Suape,3.443658
Diesel A S10,R$/litro,2021-12-27,2021-12-30,Aratu,3.468650
Diesel A S10,R$/litro,2021-12-27,2021-12-30,Santos,3.499185
Diesel A S10,R$/litro,2021-12-27,2021-12-30,Paranagua,3.488968
Diesel A S10,R$/litro,2021-12-27,2021-12-30,Tramandai,3.504770
Diesel A S10,R$/litro,2021-12-27,2021-12-30,Guamaré,3.612065
Diesel A S10,R$/litro,2021-12-27,2021-12-30,Duque de Caxias,3.695813
Diesel A S10,R$/litro,2021-12-27,2021-12-30,Betim,3.718453
