produto,unidade,semana_inicio,semana_fim,terminal,preco
Gasolina A,R$/litro,2019-11-04,2019-11-08,Canoas,1.802648
Gasolina A,R$/litro,2019-11-11,2019-11-15,Manaus,1.781404
Gasolina A,R$/litro,2019-11-11,2019-11-15,Itaqui,1.795294
Gasolina A,R$/litro,2019-11-11,2019-11-15,Suape,1.781404
Gasolina A,R$/litro,2019-11-11,2019-11-15,Aratu,1.783188
Gasolina A,R$/litro,2019-11-11,2019-11-15,Santos,1.835686
Gasolina A,R$/litro,2019-11-11,2019-11-15,Paranagua,1.823900
Gasolina A,R$/litro,2019-11-11,2019-11-15,Tramandai,1.818476
Gasolina A,R$/litro,2019-11-11,2019-11-15,Guamaré,1.837664
Gasolina A,R$/litro,2019-11-11,2019-11-15,Duque de Caxias,1.901146
Gasolina A,R$/litro,2019-11-11,2019-11-15,Betim,1.908178
Gasolina A,R$/litro,2019-11-11,2019-11-15,Cubatão,1.844336
Gasolina A,R$/litro,2019-11-11,2019-11-15,Mauá,1.861748
Gasolina A,R$/litro,2019-11-11,2019-11-15,Paulínia,1.869148
Gasolina A,R$/litro,2019-11-11,2019-11-15,São José dos Campos,1.866908
Gasolina A,R$/litro,2019-11-11,2019-11-15,Araucária,1.842470
Gasolina A,R$/litro,2019-11-11,2019-11-15,Canoas,1.837828
Gasolina A,R$/litro,2019-11-18,2019-11-22,Manaus,1.817020
Gasolina A,R$/litro,2019-11-18,2019-11-22,Itaqui,1.830916
Gasolina A,R$/litro,2019-11-18,2019-11-22,Suape,1.817020
Gasolina A,R$/litro,2019-11-18,2019-11-22,Aratu,1.818812
Gasolina A,R$/litro,2019-11-18,2019-11-22,Santos,1.870416
Gasolina A,R$/litro,2019-11-18,2019-11-22,Paranagua,1.858592
Gasolina A,R$/litro,2019-11-18,2019-11-22,Tramandai,1.853248
Gasolina A,R$/litro,2019-11-18,2019-11-22,Guamaré,1.873280
Gasolina A,R$/litro,2019-11-18,2019-11-22,Duque de Caxias,1.935876
Gasolina A,R$/litro,2019-11-18,2019-11-22,Betim,1.942910
Gasolina A,R$/litro,2019-11-18,2019-11-22,Cubatão,1.879064
Gasolina A,R$/litro,2019-11-18,2019-11-22,Mauá,1.896478
Gasolina A,R$/litro,2019-11-18,2019-11-22,Paulínia,1.903878
Gasolina A,R$/litro,2019-11-18,2019-11-22,São José dos Campos,1.901638
Gasolina A,R$/litro,2019-11-18,2019-11-22,Araucária,1.877158
Gasolina A,R$/litro,2019-11-18,2019-11-22,Canoas,1.872598
Gasolina A,R$/litro,2019-11-25,2019-11-29,Manaus,1.887197
Gasolina A,R$/litro,2019-11-25,2019-11-29,Itaqui,1.901083
Gasolina A,R$/litro,2019-11-25,2019-11-29,Suape,1.887197
Gasolina A,R$/litro,2019-11-25,2019-11-29,Aratu,1.888973
Gasolina A,R$/litro,2019-11-25,2019-11-29,Santos,1.939277
Gasolina A,R$/litro,2019-11-25,2019-11-29,Paranagua,1.927437
Gasolina A,R$/litro,2019-11-25,2019-11-29,Tramandai,1.922117
Gasolina A,R$/litro,2019-11-25,2019-11-29,Guamaré,1.943457
Gasolina A,R$/litro,2019-11-25,2019-11-29,Duque de Caxias,2.004737
Gasolina A,R$/litro,2019-11-25,2019-11-29,Betim,2.011773
Gasolina A,R$/litro,2019-11-25,2019-11-29,Cubatão,1.947927
Gasolina A,R$/litro,2019-11-25,2019-11-29,Mauá,1.965340
Gasolina A,R$/litro,2019-11-25,2019-11-29,Paulínia,1.972740
Gasolina A,R$/litro,2019-11-25,2019-11-29,São José dos Campos,1.970500
Gasolina A,R$/litro,2019-11-25,2019-11-29,Araucária,1.946003
Gasolina A,R$/litro,2019-11-25,2019-11-29,Canoas,1.941467
Gasolina A,R$/litro,2019-12-02,2019-12-06,Manaus,1.787856
Gasolina A,R$/litro,2019-12-02,2019-12-06,Itaqui,1.801736
Gasolina A,R$/litro,2019-12-02,2019-12-06,Suape,1.787856
Gasolina A,R$/litro,2019-12-02,2019-12-06,Aratu,1.789618
Gasolina A,R$/litro,2019-12-02,2019-12-06,Santos,1.841122
Gasolina A,R$/litro,2019-12-02,2019-12-06,Paranagua,1.829348
Gasolina A,R$/litro,2019-12-02,2019-12-06,Tramandai,1.823888
Gasolina A,R$/litro,2019-12-02,2019-12-06,Guamaré,1.844122
Gasolina A,R$/litro,2019-12-02,2019-12-06,Duque de Caxias,1.906580
Gasolina A,R$/litro,2019-12-02,2019-12-06,Betim,1.913616
Gasolina A,R$/litro,2019-12-02,2019-12-06,Cubatão,1.849770
Gasolina A,R$/litro,2019-12-02,2019-12-06,Mauá,1.867184
Gasolina A,R$/litro,2019-12-02,2019-12-06,Paulínia,1.874584
Gasolina A,R$/litro,2019-12-02,2019-12-06,São José dos Campos,1.872344
Gasolina A,R$/litro,2019-12-02,2019-12-06,Araucária,1.847916
Gasolina A,R$/litro,2019-12-02,2019-12-06,Canoas,1.843238
Gasolina A,R$/litro,2019-12-09,2019-12-13,Manaus,1.811928
Gasolina A,R$/litro,2019-12-09,2019-12-13,Itaqui,1.825838
Gasolina A,R$/litro,2019-12-09,2019-12-13,Suape,1.811928
Gasolina A,R$/litro,2019-12-09,2019-12-13,Aratu,1.813748
Gasolina A,R$/litro,2019-12-09,2019-12-13,Santos,1.867812
Gasolina A,R$/litro,2019-12-09,2019-12-13,Paranagua,1.856010
Gasolina A,R$/litro,2019-12-09,2019-12-13,Tramandai,1.850642
Gasolina A,R$/litro,2019-12-09,2019-12-13,Guamaré,1.868188
Gasolina A,R$/litro,2019-12-09,2019-12-13,Duque de Caxias,1.933268
Gasolina A,R$/litro,2019-12-09,2019-12-13,Betim,1.940302
Gasolina A,R$/litro,2019-12-09,2019-12-13,Cubatão,1.876456
Gasolina A,R$/litro,2019-12-09,2019-12-13,Mauá,1.893872
Gasolina A,R$/litro,2019-12-09,2019-12-13,Paulínia,1.901272
Gasolina A,R$/litro,2019-12-09,2019-12-13,São José dos Campos,1.899032
Gasolina A,R$/litro,2019-12-09,2019-12-13,Araucária,1.874578
Gasolina A,R$/litro,2019-12-09,2019-12-13,Canoas,1.869994
Gasolina A,R$/litro,2019-12-16,2019-12-20,Manaus,1.833946
Gasolina A,R$/litro,2019-12-16,2019-12-20,Itaqui,1.847874
Gasolina A,R$/litro,2019-12-16,2019-12-20,Suape,1.833946
Gasolina A,R$/litro,2019-12-16,2019-12-20,Aratu,1.835804
Gasolina A,R$/litro,2019-12-16,2019-12-20,Santos,1.889330
Gasolina A,R$/litro,2019-12-16,2019-12-20,Paranagua,1.877454
Gasolina A,R$/litro,2019-12-16,2019-12-20,Tramandai,1.872252
Gasolina A,R$/litro,2019-12-16,2019-12-20,Guamaré,1.890206
Gasolina A,R$/litro,2019-12-16,2019-12-20,Duque de Caxias,1.954784
Gasolina A,R$/litro,2019-12-16,2019-12-20,Betim,1.961820
Gasolina A,R$/litro,2019-12-16,2019-12-20,Cubatão,1.897972
Gasolina A,R$/litro,2019-12-16,2019-12-20,Mauá,1.915390
Gasolina A,R$/litro,2019-12-16,2019-12-20,Paulínia,1.922790
Gasolina A,R$/litro,2019-12-16,2019-12-20,São José dos Campos,1.920550
Gasolina A,R$/litro,2019-12-16,2019-12-20,Araucária,1.896020
Gasolina A,R$/litro,2019-12-16,2019-12-20,Canoas,1.891602
Gasolina A,R$/litro,2019-12-23,2019-12-27,Manaus,1.872648
Gasolina A,R$/litro,2019-12-23,2019-12-27,Itaqui,1.886605
Gasolina A,R$/litro,2019-12-23,2019-12-27,Suape,1.872648
Gasolina A,R$/litro,2019-12-23,2019-12-27,Aratu,1.874568
Gasolina A,R$/litro,2019-12-23,2019-12-27,Santos,1.927973
Gasolina A,R$/litro,2019-12-23,2019-12-27,Paranagua,1.916005
Gasolina A,R$/litro,2019-12-23,2019-12-27,Tramandai,1.911018
Gasolina A,R$/litro,2019-12-23,2019-12-27,Guamaré,1.928908
Gasolina A,R$/litro,2019-12-23,2019-12-27,Duque de Caxias,1.993433
Gasolina A,R$/litro,2019-12-23,2019-12-27,Betim,2.000465
Gasolina A,R$/litro,2019-12-23,2019-12-27,Cubatão,1.936623
Gasolina A,R$/litro,2019-12-23,2019-12-27,Mauá,1.954033
Gasolina A,R$/litro,2019-12-23,2019-12-27,Paulínia,1.961433
Gasolina A,R$/litro,2019-12-23,2019-12-27,São José dos Campos,1.959193
Gasolina A,R$/litro,2019-12-23,2019-12-27,Araucária,1.934570
Gasolina A,R$/litro,2019-12-23,2019-12-27,Canoas,1.930370
Gasolina A,R$/litro,2019-12-30,2020-01-03,Manaus,1.837683
Gasolina A,R$/litro,2019-12-30,2020-01-03,Itaqui,1.851668
Gasolina A,R$/litro,2019-12-30,2020-01-03,Suape,1.837683
Gasolina A,R$/litro,2019-12-30,2020-01-03,Aratu,1.839658
Gasolina A,R$/litro,2019-12-30,2020-01-03,Santos,1.894080
Gasolina A,R$/litro,2019-12-30,2020-01-03,Paranagua,1.881873
Gasolina A,R$/litro,2019-12-30,2020-01-03,Tramandai,1.877610
Gasolina A,R$/litro,2019-12-30,2020-01-03,Guamaré,1.893943
Gasolina A,R$/litro,2019-12-30,2020-01-03,Duque de Caxias,1.959535
Gasolina A,R$/litro,2019-12-30,2020-01-03,Betim,1.966573
Gasolina A,R$/litro,2019-12-30,2020-01-03,Cubatão,1.902725
Gasolina A,R$/litro,2019-12-30,2020-01-03,Mauá,1.920143
Gasolina A,R$/litro,2019-12-30,2020-01-03,Paulínia,1.927543
Gasolina A,R$/litro,2019-12-30,2020-01-03,São José dos Campos,1.925303
Gasolina A,R$/litro,2019-12-30,2020-01-03,Araucária,1.900440
Gasolina A,R$/litro,2019-12-30,2020-01-03,Canoas,1.896960
Gasolina A,R$/litro,2020-01-06,2020-01-10,Manaus,1.799836
Gasolina A,R$/litro,2020-01-06,2020-01-10,Itaqui,1.813916
Gasolina A,R$/litro,2020-01-06,2020-01-10,Suape,1.799836
Gasolina A,R$/litro,2020-01-06,2020-01-10,Aratu,1.802000
Gasolina A,R$/litro,2020-01-06,2020-01-10,Santos,1.860792
Gasolina A,R$/litro,2020-01-06,2020-01-10,Paranagua,1.848204
Gasolina A,R$/litro,2020-01-06,2020-01-10,Tramandai,1.845072
Gasolina A,R$/litro,2020-01-06,2020-01-10,Guamaré,1.856098
Gasolina A,R$/litro,2020-01-06,2020-01-10,Duque de Caxias,1.926248
Gasolina A,R$/litro,2020-01-06,2020-01-10,Betim,1.933284
Gasolina A,R$/litro,2020-01-06,2020-01-10,Cubatão,1.869438
Gasolina A,R$/litro,2020-01-06,2020-01-10,Mauá,1.886854
Gasolina A,R$/litro,2020-01-06,2020-01-10,Paulínia,1.894254
Gasolina A,R$/litro,2020-01-06,2020-01-10,São José dos Campos,1.892014
Gasolina A,R$/litro,2020-01-06,2020-01-10,Araucária,1.866768
Gasolina A,R$/litro,2020-01-06,2020-01-10,Canoas,1.864422
Gasolina A,R$/litro,2020-01-13,2020-01-17,Manaus,1.785022
Gasolina A,R$/litro,2020-01-13,2020-01-17,Itaqui,1.799218
Gasolina A,R$/litro,2020-01-13,2020-01-17,Suape,1.785022
Gasolina A,R$/litro,2020-01-13,2020-01-17,Aratu,1.787414
Gasolina A,R$/litro,2020-01-13,2020-01-17,Santos,1.854378
Gasolina A,R$/litro,2020-01-13,2020-01-17,Paranagua,1.841592
Gasolina A,R$/litro,2020-01-13,2020-01-17,Tramandai,1.839110
Gasolina A,R$/litro,2020-01-13,2020-01-17,Guamaré,1.841284
Gasolina A,R$/litro,2020-01-13,2020-01-17,Duque de Caxias,1.919836
Gasolina A,R$/litro,2020-01-13,2020-01-17,Betim,1.926872
Gasolina A,R$/litro,2020-01-13,2020-01-17,Cubatão,1.863026
Gasolina A,R$/litro,2020-01-13,2020-01-17,Mauá,1.880442
Gasolina A,R$/litro,2020-01-13,2020-01-17,Paulínia,1.887840
Gasolina A,R$/litro,2020-01-13,2020-01-17,São José dos Campos,1.885600
Gasolina A,R$/litro,2020-01-13,2020-01-17,Araucária,1.860162
Gasolina A,R$/litro,2020-01-13,2020-01-17,Canoas,1.858460
Gasolina A,R$/litro,2020-01-20,2020-01-24,Manaus,1.751238
Gasolina A,R$/litro,2020-01-20,2020-01-24,Itaqui,1.765510
Gasolina A,R$/litro,2020-01-20,2020-01-24,Suape,1.751238
Gasolina A,R$/litro,2020-01-20,2020-01-24,Aratu,1.753788
Gasolina A,R$/litro,2020-01-20,2020-01-24,Santos,1.822388
Gasolina A,R$/litro,2020-01-20,2020-01-24,Paranagua,1.809395
Gasolina A,R$/litro,2020-01-20,2020-01-24,Tramandai,1.807430
Gasolina A,R$/litro,2020-01-20,2020-01-24,Guamaré,1.807498
Gasolina A,R$/litro,2020-01-20,2020-01-24,Duque de Caxias,1.887848
Gasolina A,R$/litro,2020-01-20,2020-01-24,Betim,1.894885
Gasolina A,R$/litro,2020-01-20,2020-01-24,Cubatão,1.831038
Gasolina A,R$/litro,2020-01-20,2020-01-24,Mauá,1.848455
Gasolina A,R$/litro,2020-01-20,2020-01-24,Paulínia,1.855855
Gasolina A,R$/litro,2020-01-20,2020-01-24,São José dos Campos,1.853615
Gasolina A,R$/litro,2020-01-20,2020-01-24,Araucária,1.827963
Gasolina A,R$/litro,2020-01-20,2020-01-24,Canoas,1.826780
Gasolina A,R$/litro,2020-01-27,2020-01-31,Manaus,1.662984
Gasolina A,R$/litro,2020-01-27,2020-01-31,Itaqui,1.677112
Gasolina A,R$/litro,2020-01-27,2020-01-31,Suape,1.662984
Gasolina A,R$/litro,2020-01-27,2020-01-31,Aratu,1.665240
Gasolina A,R$/litro,2020-01-27,2020-01-31,Santos,1.729618
Gasolina A,R$/litro,2020-01-27,2020-01-31,Paranagua,1.716992
Gasolina A,R$/litro,2020-01-27,2020-01-31,Tramandai,1.714080
Gasolina A,R$/litro,2020-01-27,2020-01-31,Guamaré,1.719246
Gasolina A,R$/litro,2020-01-27,2020-01-31,Duque de Caxias,1.795076
Gasolina A,R$/litro,2020-01-27,2020-01-31,Betim,1.802112
Gasolina A,R$/litro,2020-01-27,2020-01-31,Cubatão,1.738266
Gasolina A,R$/litro,2020-01-27,2020-01-31,Mauá,1.755682
Gasolina A,R$/litro,2020-01-27,2020-01-31,Paulínia,1.763080
Gasolina A,R$/litro,2020-01-27,2020-01-31,São José dos Campos,1.760840
Gasolina A,R$/litro,2020-01-27,2020-01-31,Araucária,1.735560
Gasolina A,R$/litro,2020-01-27,2020-01-31,Canoas,1.733432
Gasolina A,R$/litro,2020-02-03,2020-02-07,Manaus,1.634184
Gasolina A,R$/litro,2020-02-03,2020-02-07,Itaqui,1.648024
Gasolina A,R$/litro,2020-02-03,2020-02-07,Suape,1.634184
Gasolina A,R$/litro,2020-02-03,2020-02-07,Aratu,1.635860
Gasolina A,R$/litro,2020-02-03,2020-02-07,Santos,1.688416
Gasolina A,R$/litro,2020-02-03,2020-02-07,Paranagua,1.676460
Gasolina A,R$/litro,2020-02-03,2020-02-07,Tramandai,1.671726
Gasolina A,R$/litro,2020-02-03,2020-02-07,Guamaré,1.690448
Gasolina A,R$/litro,2020-02-03,2020-02-07,Duque de Caxias,1.753876
Gasolina A,R$/litro,2020-02-03,2020-02-07,Betim,1.760908
Gasolina A,R$/litro,2020-02-03,2020-02-07,Cubatão,1.697066
Gasolina A,R$/litro,2020-02-03,2020-02-07,Mauá,1.714478
Gasolina A,R$/litro,2020-02-03,2020-02-07,Paulínia,1.721878
Gasolina A,R$/litro,2020-02-03,2020-02-07,São José dos Campos,1.719638
Gasolina A,R$/litro,2020-02-03,2020-02-07,Araucária,1.695028
Gasolina A,R$/litro,2020-02-03,2020-02-07,Canoas,1.691078
Gasolina A,R$/litro,2020-02-10,2020-02-14,Manaus,1.724834
Gasolina A,R$/litro,2020-02-10,2020-02-14,Itaqui,1.738616
Gasolina A,R$/litro,2020-02-10,2020-02-14,Suape,1.724834
Gasolina A,R$/litro,2020-02-10,2020-02-14,Aratu,1.726400
Gasolina A,R$/litro,2020-02-10,2020-02-14,Santos,1.774162
Gasolina A,R$/litro,2020-02-10,2020-02-14,Paranagua,1.762282
Gasolina A,R$/litro,2020-02-10,2020-02-14,Tramandai,1.757262
Gasolina A,R$/litro,2020-02-10,2020-02-14,Guamaré,1.781094
Gasolina A,R$/litro,2020-02-10,2020-02-14,Duque de Caxias,1.839620
Gasolina A,R$/litro,2020-02-10,2020-02-14,Betim,1.846656
Gasolina A,R$/litro,2020-02-10,2020-02-14,Cubatão,1.782810
Gasolina A,R$/litro,2020-02-10,2020-02-14,Mauá,1.800226
Gasolina A,R$/litro,2020-02-10,2020-02-14,Paulínia,1.807626
Gasolina A,R$/litro,2020-02-10,2020-02-14,São José dos Campos,1.805386
Gasolina A,R$/litro,2020-02-10,2020-02-14,Araucária,1.780850
Gasolina A,R$/litro,2020-02-10,2020-02-14,Canoas,1.776614
Gasolina A,R$/litro,2020-02-17,2020-02-21,Manaus,1.839078
Gasolina A,R$/litro,2020-02-17,2020-02-21,Itaqui,1.852888
Gasolina A,R$/litro,2020-02-17,2020-02-21,Suape,1.839078
Gasolina A,R$/litro,2020-02-17,2020-02-21,Aratu,1.840703
Gasolina A,R$/litro,2020-02-17,2020-02-21,Santos,1.888380
Gasolina A,R$/litro,2020-02-17,2020-02-21,Paranagua,1.876410
Gasolina A,R$/litro,2020-02-17,2020-02-21,Tramandai,1.871598
Gasolina A,R$/litro,2020-02-17,2020-02-21,Guamaré,1.895340
Gasolina A,R$/litro,2020-02-17,2020-02-21,Duque de Caxias,1.953840
Gasolina A,R$/litro,2020-02-17,2020-02-21,Betim,1.960878
Gasolina A,R$/litro,2020-02-17,2020-02-21,Cubatão,1.897028
Gasolina A,R$/litro,2020-02-17,2020-02-21,Mauá,1.914448
Gasolina A,R$/litro,2020-02-17,2020-02-21,Paulínia,1.921848
Gasolina A,R$/litro,2020-02-17,2020-02-21,São José dos Campos,1.919608
Gasolina A,R$/litro,2020-02-17,2020-02-21,Araucária,1.894978
Gasolina A,R$/litro,2020-02-17,2020-02-21,Canoas,1.890953
Gasolina A,R$/litro,2020-02-24,2020-02-28,Manaus,1.730464
Gasolina A,R$/litro,2020-02-24,2020-02-28,Itaqui,1.744346
Gasolina A,R$/litro,2020-02-24,2020-02-28,Suape,1.730464
Gasolina A,R$/litro,2020-02-24,2020-02-28,Aratu,1.732228
Gasolina A,R$/litro,2020-02-24,2020-02-28,Santos,1.783374
Gasolina A,R$/litro,2020-02-24,2020-02-28,Paranagua,1.771264
Gasolina A,R$/litro,2020-02-24,2020-02-28,Tramandai,1.766854
Gasolina A,R$/litro,2020-02-24,2020-02-28,Guamaré,1.786730
Gasolina A,R$/litro,2020-02-24,2020-02-28,Duque de Caxias,1.848834
Gasolina A,R$/litro,2020-02-24,2020-02-28,Betim,1.855866
Gasolina A,R$/litro,2020-02-24,2020-02-28,Cubatão,1.792024
Gasolina A,R$/litro,2020-02-24,2020-02-28,Mauá,1.809436
Gasolina A,R$/litro,2020-02-24,2020-02-28,Paulínia,1.816836
Gasolina A,R$/litro,2020-02-24,2020-02-28,São José dos Campos,1.814596
Gasolina A,R$/litro,2020-02-24,2020-02-28,Araucária,1.789832
Gasolina A,R$/litro,2020-02-24,2020-02-28,Canoas,1.786206
Gasolina A,R$/litro,2020-03-02,2020-03-06,Manaus,1.633466
Gasolina A,R$/litro,2020-03-02,2020-03-06,Itaqui,1.647502
Gasolina A,R$/litro,2020-03-02,2020-03-06,Suape,1.633466
Gasolina A,R$/litro,2020-03-02,2020-03-06,Aratu,1.635538
Gasolina A,R$/litro,2020-03-02,2020-03-06,Santos,1.693990
Gasolina A,R$/litro,2020-03-02,2020-03-06,Paranagua,1.681534
Gasolina A,R$/litro,2020-03-02,2020-03-06,Tramandai,1.678090
Gasolina A,R$/litro,2020-03-02,2020-03-06,Guamaré,1.689728
Gasolina A,R$/litro,2020-03-02,2020-03-06,Duque de Caxias,1.759448
Gasolina A,R$/litro,2020-03-02,2020-03-06,Betim,1.766484
Gasolina A,R$/litro,2020-03-02,2020-03-06,Cubatão,1.702638
Gasolina A,R$/litro,2020-03-02,2020-03-06,Mauá,1.720052
Gasolina A,R$/litro,2020-03-02,2020-03-06,Paulínia,1.727452
Gasolina A,R$/litro,2020-03-02,2020-03-06,São José dos Campos,1.725212
Gasolina A,R$/litro,2020-03-02,2020-03-06,Araucária,1.700102
Gasolina A,R$/litro,2020-03-02,2020-03-06,Canoas,1.697440
Gasolina A,R$/litro,2020-03-09,2020-03-13,Manaus,1.220940
Gasolina A,R$/litro,2020-03-09,2020-03-13,Itaqui,1.235144
Gasolina A,R$/litro,2020-03-09,2020-03-13,Suape,1.220940
Gasolina A,R$/litro,2020-03-09,2020-03-13,Aratu,1.223348
Gasolina A,R$/litro,2020-03-09,2020-03-13,Santos,1.285318
Gasolina A,R$/litro,2020-03-09,2020-03-13,Paranagua,1.272422
Gasolina A,R$/litro,2020-03-09,2020-03-13,Tramandai,1.270078
Gasolina A,R$/litro,2020-03-09,2020-03-13,Guamaré,1.277202
Gasolina A,R$/litro,2020-03-09,2020-03-13,Duque de Caxias,1.350776
Gasolina A,R$/litro,2020-03-09,2020-03-13,Betim,1.357812
Gasolina A,R$/litro,2020-03-09,2020-03-13,Cubatão,1.293966
Gasolina A,R$/litro,2020-03-09,2020-03-13,Mauá,1.311380
Gasolina A,R$/litro,2020-03-09,2020-03-13,Paulínia,1.318780
Gasolina A,R$/litro,2020-03-09,2020-03-13,São José dos Campos,1.316540
Gasolina A,R$/litro,2020-03-09,2020-03-13,Araucária,1.290986
Gasolina A,R$/litro,2020-03-09,2020-03-13,Canoas,1.289430
Gasolina A,R$/litro,2020-03-16,2020-03-20,Manaus,0.745932
Gasolina A,R$/litro,2020-03-16,2020-03-20,Itaqui,0.760080
Gasolina A,R$/litro,2020-03-16,2020-03-20,Suape,0.745932
Gasolina A,R$/litro,2020-03-16,2020-03-20,Aratu,0.748228
Gasolina A,R$/litro,2020-03-16,2020-03-20,Santos,0.808354
Gasolina A,R$/litro,2020-03-16,2020-03-20,Paranagua,0.795588
Gasolina A,R$/litro,2020-03-16,2020-03-20,Tramandai,0.792900
Gasolina A,R$/litro,2020-03-16,2020-03-20,Guamaré,0.802194
Gasolina A,R$/litro,2020-03-16,2020-03-20,Duque de Caxias,0.873810
Gasolina A,R$/litro,2020-03-16,2020-03-20,Betim,0.880846
Gasolina A,R$/litro,2020-03-16,2020-03-20,Cubatão,0.817000
Gasolina A,R$/litro,2020-03-16,2020-03-20,Mauá,0.834416
Gasolina A,R$/litro,2020-03-16,2020-03-20,Paulínia,0.841816
Gasolina A,R$/litro,2020-03-16,2020-03-20,São José dos Campos,0.839576
Gasolina A,R$/litro,2020-03-16,2020-03-20,Araucária,0.814154
Gasolina A,R$/litro,2020-03-16,2020-03-20,Canoas,0.812250
Gasolina A,R$/litro,2020-03-23,2020-03-27,Manaus,0.619046
Gasolina A,R$/litro,2020-03-23,2020-03-27,Itaqui,0.633018
Gasolina A,R$/litro,2020-03-23,2020-03-27,Suape,0.619046
Gasolina A,R$/litro,2020-03-23,2020-03-27,Aratu,0.620990
Gasolina A,R$/litro,2020-03-23,2020-03-27,Santos,0.673764
Gasolina A,R$/litro,2020-03-23,2020-03-27,Paranagua,0.661394
Gasolina A,R$/litro,2020-03-23,2020-03-27,Tramandai,0.657614
Gasolina A,R$/litro,2020-03-23,2020-03-27,Guamaré,0.675306
Gasolina A,R$/litro,2020-03-23,2020-03-27,Duque de Caxias,0.739222
Gasolina A,R$/litro,2020-03-23,2020-03-27,Betim,0.746260
Gasolina A,R$/litro,2020-03-23,2020-03-27,Cubatão,0.682410
Gasolina A,R$/litro,2020-03-23,2020-03-27,Mauá,0.699826
Gasolina A,R$/litro,2020-03-23,2020-03-27,Paulínia,0.707226
Gasolina A,R$/litro,2020-03-23,2020-03-27,São José dos Campos,0.704986
Gasolina A,R$/litro,2020-03-23,2020-03-27,Araucária,0.679964
Gasolina A,R$/litro,2020-03-23,2020-03-27,Canoas,0.676966
Gasolina A,R$/litro,2020-03-30,2020-04-03,Manaus,0.683016
Gasolina A,R$/litro,2020-03-30,2020-04-03,Itaqui,0.696950
Gasolina A,R$/litro,2020-03-30,2020-04-03,Suape,0.683016
Gasolina A,R$/litro,2020-03-30,2020-04-03,Aratu,0.684884
Gasolina A,R$/litro,2020-03-30,2020-04-03,Santos,0.736560
Gasolina A,R$/litro,2020-03-30,2020-04-03,Paranagua,0.724292
Gasolina A,R$/litro,2020-03-30,2020-04-03,Tramandai,0.720260
Gasolina A,R$/litro,2020-03-30,2020-04-03,Guamaré,0.739278
Gasolina A,R$/litro,2020-03-30,2020-04-03,Duque de Caxias,0.802018
Gasolina A,R$/litro,2020-03-30,2020-04-03,Betim,0.809052
Gasolina A,R$/litro,2020-03-30,2020-04-03,Cubatão,0.745206
Gasolina A,R$/litro,2020-03-30,2020-04-03,Mauá,0.762622
Gasolina A,R$/litro,2020-03-30,2020-04-03,Paulínia,0.770022
Gasolina A,R$/litro,2020-03-30,2020-04-03,São José dos Campos,0.767782
Gasolina A,R$/litro,2020-03-30,2020-04-03,Araucária,0.742852
Gasolina A,R$/litro,2020-03-30,2020-04-03,Canoas,0.739610
Gasolina A,R$/litro,2020-04-06,2020-04-09,Manaus,0.767568
Gasolina A,R$/litro,2020-04-06,2020-04-09,Itaqui,0.781508
Gasolina A,R$/litro,2020-04-06,2020-04-09,Suape,0.767568
Gasolina A,R$/litro,2020-04-06,2020-04-09,Aratu,0.769443
Gasolina A,R$/litro,2020-04-06,2020-04-09,Santos,0.820668
Gasolina A,R$/litro,2020-04-06,2020-04-09,Paranagua,0.808378
Gasolina A,R$/litro,2020-04-06,2020-04-09,Tramandai,0.804378
Gasolina A,R$/litro,2020-04-06,2020-04-09,Guamaré,0.823835
Gasolina A,R$/litro,2020-04-06,2020-04-09,Duque de Caxias,0.886123
Gasolina A,R$/litro,2020-04-06,2020-04-09,Betim,0.893158
Gasolina A,R$/litro,2020-04-06,2020-04-09,Cubatão,0.829313
Gasolina A,R$/litro,2020-04-06,2020-04-09,Mauá,0.846728
Gasolina A,R$/litro,2020-04-06,2020-04-09,Paulínia,0.854128
Gasolina A,R$/litro,2020-04-06,2020-04-09,São José dos Campos,0.851888
Gasolina A,R$/litro,2020-04-06,2020-04-09,Araucária,0.826945
Gasolina A,R$/litro,2020-04-06,2020-04-09,Canoas,0.823728
Gasolina A,R$/litro,2020-04-13,2020-04-17,Manaus,0.809246
Gasolina A,R$/litro,2020-04-13,2020-04-17,Itaqui,0.823340
Gasolina A,R$/litro,2020-04-13,2020-04-17,Suape,0.809246
Gasolina A,R$/litro,2020-04-13,2020-04-17,Aratu,0.811438
Gasolina A,R$/litro,2020-04-13,2020-04-17,Santos,0.867388
Gasolina A,R$/litro,2020-04-13,2020-04-17,Paranagua,0.854704
Gasolina A,R$/litro,2020-04-13,2020-04-17,Tramandai,0.851730
Gasolina A,R$/litro,2020-04-13,2020-04-17,Guamaré,0.865506
Gasolina A,R$/litro,2020-04-13,2020-04-17,Duque de Caxias,0.932848
Gasolina A,R$/litro,2020-04-13,2020-04-17,Betim,0.939880
Gasolina A,R$/litro,2020-04-13,2020-04-17,Cubatão,0.876038
Gasolina A,R$/litro,2020-04-13,2020-04-17,Mauá,0.893450
Gasolina A,R$/litro,2020-04-13,2020-04-17,Paulínia,0.900850
Gasolina A,R$/litro,2020-04-13,2020-04-17,São José dos Campos,0.898610
